Make,Model,Year,MSRP
Suzuki,Esteem,2001,14199
Mitsubishi,Mirage,2014,14195
Mitsubishi,Mirage,2017,14195
Nissan,Versa Note,2015,14180
Kia,Rio,2017,14165
Kia,Rio,2016,14165
Chevrolet,Prizm,2001,14155
Nissan,Versa,2017,14130
Ford,Fiesta,2017,14130
Chevrolet,Aveo,2010,14100
Chevrolet,Aveo,2009,14100
Chevrolet,Aveo,2009,14100
Chevrolet,Spark,2017,14100
Chevrolet,Aveo,2011,14100
Suzuki,Aerio,2006,14099
Suzuki,Reno,2007,14099
Mitsubishi,Mirage,2015,14095
Ford,Escort,2002,14090
Chevrolet,Spark,2015,14040
Nissan,Versa,2016,14040
Chevrolet,Cavalier,2003,14030
Suzuki,Esteem,2001,13999
Suzuki,Forenza,2007,13999
Mitsubishi,Mirage G4,2017,13995
Mitsubishi,Mirage,2014,13995
Kia,Rio,2015,13990
Kia,Rio,2015,13990
Nissan,Versa,2015,13990
GMC,Sonoma,2002,13975
Chevrolet,S-10,2002,13961
Mazda,Truck,2003,13930
Kia,Spectra,2008,13895
Mazda,Protege,2001,13885
Ford,Escort,2002,13860
Suzuki,Reno,2008,13839
Dodge,Neon,2005,13800
Suzuki,Forenza,2006,13799
Suzuki,Esteem,2002,13799
Chevrolet,Spark,2016,13760
Suzuki,Esteem,2001,13699
Suzuki,SX4,2012,13699
Mazda,Protege,2003,13680
Nissan,Versa,2017,13680
Suzuki,Reno,2007,13599
Chevrolet,Spark,2015,13580
Scion,xA,2006,13580
Kia,Spectra,2009,13550
Nissan,Versa,2016,13540
Suzuki,SX4,2011,13499
Nissan,Versa,2015,13490
Dodge,Neon,2004,13490
Mazda,Protege,2001,13485
Suzuki,Aerio,2005,13449
Kia,Sephia,2001,13420
Scion,xA,2005,13330
Suzuki,Esteem,2002,13299
Suzuki,Reno,2006,13299
Scion,xA,2004,13280
Ford,Escort,2003,13205
Suzuki,Esteem,2001,13199
Mazda,Protege,2002,13075
Dodge,Neon,2003,13030
Chevrolet,Spark,2017,13000
Mitsubishi,Mirage,2014,12995
Mitsubishi,Mirage,2017,12995
Mitsubishi,Mirage,2015,12995
Kia,Spectra,2008,12895
Kia,Spectra,2007,12895
Mazda,Truck,2002,12840
Ford,Escort,2002,12815
Scion,xA,2006,12780
Mazda,Protege,2001,12765
Plymouth,Neon,2001,12715
Chevrolet,Spark,2016,12660
Scion,xA,2005,12530
Chevrolet,Metro,2001,12515
Mazda,B-Series,2001,12495
Scion,xA,2004,12480
Kia,Sephia,2001,12445
Mazda,B-Series,2001,12345
Ford,Escort,2001,12340
Chevrolet,Spark,2015,12270
Chevrolet,Aveo,2010,12115
Chevrolet,Aveo,2011,12115
Nissan,Versa,2016,11990
Nissan,Versa,2015,11990
Nissan,Versa,2017,11990
Chevrolet,Aveo,2009,11965
Chevrolet,Aveo,2009,11965
Chevrolet,Aveo,2011,11965
Chevrolet,Aveo,2010,11965
Kia,Sephia,2001,11820
Toyota,ECHO,2005,11785
Toyota,ECHO,2004,11685
Toyota,ECHO,2003,11575
Toyota,ECHO,2005,11255
Toyota,ECHO,2004,11155
Toyota,ECHO,2003,11045
Toyota,ECHO,2005,10985
Suzuki,Swift,2001,10949
Pontiac,Sunfire,2004,10895
Pontiac,Sunfire,2005,10895
Toyota,ECHO,2004,10885
Kia,Sephia,2001,10845
Toyota,ECHO,2003,10775
Toyota,ECHO,2005,10455
Toyota,ECHO,2004,10355
Chevrolet,Cavalier,2005,10325
Suzuki,Swift,2001,10299
Toyota,ECHO,2003,10245
Chevrolet,Cavalier,2004,10135
Suzuki,Swift,2001,9949
Pontiac,Firebird,2000,9567
Porsche,928,1995,9400
Suzuki,Swift,2001,9299
Mazda,RX-7,1995,8839
Pontiac,Firebird,2000,8548
BMW,8 Series,1995,8488
Mazda,RX-7,1994,8147
BMW,8 Series,1997,7624
Mitsubishi,3000GT,1999,7600
Mazda,RX-7,1993,7523
Porsche,928,1994,7419
Acura,Integra,2000,7398
BMW,8 Series,1996,6954
GMC,Typhoon,1993,6890
Mitsubishi,3000GT,1998,6710
BMW,8 Series,1997,6693
Porsche,928,1993,6294
Pontiac,Firebird,2000,6175
Mercedes-Benz,E55 AMG,2000,6120
Mitsubishi,3000GT,1997,6008
GMC,Typhoon,1992,5895
Mercedes-Benz,E55 AMG,1999,5878
Ford,F-150 SVT Lightning,2000,5860
BMW,8 Series,1995,5858
Pontiac,Firebird,2000,5844
Mercedes-Benz,C43 AMG,2000,5739
Ford,F-150 SVT Lightning,1999,5691
BMW,8 Series,1996,5680
GMC,Syclone,1991,5667
Mercedes-Benz,ML55 AMG,2000,5650
Porsche,968,1995,5576
Mitsubishi,3000GT,1999,5306
Ford,Mustang SVT Cobra,1999,5193
Mercedes-Benz,500-Class,1993,5140
Lexus,LS 400,2000,5035
BMW,Z3,2000,4976
Porsche,968,1994,4878
GMC,Sierra Classic 1500,1999,4827
BMW,8 Series,1995,4784
BMW,Z3,2000,4755
Porsche,968,1995,4723
GMC,Sierra Classic 1500,1999,4715
Mercedes-Benz,500-Class,1992,4701
BMW,Z3,2000,4697
Nissan,240SX,1998,4693
Pontiac,Firebird,2000,4677
Mitsubishi,3000GT,1998,4671
Mercedes-Benz,C43 AMG,1999,4661
Porsche,968,1993,4651
Mercedes-Benz,600-Class,1993,4623
Ford,Mustang SVT Cobra,1999,4584
Lexus,LS 400,1999,4556
Ford,F-150 SVT Lightning,1995,4508
Mercedes-Benz,C43 AMG,1998,4472
GMC,Sierra Classic 1500,1999,4439
Lexus,SC 400,2000,4404
Mercedes-Benz,C36 AMG,1997,4330
Nissan,240SX,1998,4299
GMC,Sierra Classic 1500,1999,4287
Lexus,LX 450,1997,4282
Lexus,LS 400,1998,4207
Porsche,968,1994,4191
Nissan,240SX,1997,4182
Mercedes-Benz,300-Class,1993,4174
Mercedes-Benz,500-Class,1991,4155
Nissan,240SX,1997,4107
Nissan,240SX,1998,4107
Chevrolet,C/K 1500 Series,1999,4098
Mitsubishi,3000GT,1999,4090
Ford,F-250,1999,4078
Ford,Mustang SVT Cobra,1998,4059
Lexus,SC 400,1999,4031
Lexus,SC 300,2000,4024
Mercedes-Benz,C36 AMG,1996,3996
Lexus,GS 400,2000,3965
GMC,Yukon Denali,2000,3949
Mitsubishi,3000GT,1997,3941
Mazda,B-Series Pickup,2000,3928
Nissan,240SX,1997,3910
Ford,F-250,1999,3908
Ford,F-250,1999,3878
Honda,Prelude,2000,3843
Porsche,968,1993,3839
Ford,F-250,1998,3822
Mercedes-Benz,300-Class,1992,3814
Mazda,B-Series Pickup,2000,3768
Ford,F-250,1998,3764
Ford,F-250,1999,3752
Lexus,GS 400,1999,3741
Ford,F-250,1998,3733
Dodge,Stealth,1996,3732
Nissan,240SX,1996,3713
Mitsubishi,3000GT,1998,3701
Chevrolet,C/K 1500 Series,1999,3696
Mazda,B-Series Pickup,1999,3696
Chevrolet,C/K 1500 Series,1998,3676
Lexus,LX 450,1996,3667
Lexus,SC 300,1999,3665
Ford,Mustang SVT Cobra,1998,3654
Acura,Integra,2000,3652
Nissan,300ZX,1996,3624
Acura,Integra,2000,3622
Mercedes-Benz,500-Class,1993,3613
Toyota,T100,1998,3586
Ford,F-250,1999,3583
Mazda,B-Series Pickup,2000,3579
Porsche,944,1991,3578
Ford,F-250,1999,3572
Ford,F-250,1999,3560
Mercedes-Benz,C36 AMG,1995,3555
Mercedes-Benz,300-Class,1991,3552
Ford,Mustang SVT Cobra,1997,3550
Ford,F-250,1999,3550
Lexus,GS 400,1998,3542
Ford,F-250,1999,3542
Mazda,B-Series Pickup,1999,3538
Ford,F-250,1998,3535
Nissan,240SX,1996,3520
Mazda,B-Series Pickup,1999,3514
Nissan,300ZX,1996,3510
Ford,F-250,1998,3487
Toyota,T100,1998,3480
Ford,F-250,1998,3471
Chevrolet,C/K 1500 Series,1998,3470
Chevrolet,Tahoe Limited/Z71,2000,3465
Lexus,SC 400,1998,3442
Ford,F-250,1997,3433
Ford,F-250,1997,3431
Chevrolet,C/K 1500 Series,1998,3427
GMC,Suburban,1999,3420
Chevrolet,C/K 1500 Series,1998,3419
Chevrolet,Tahoe Limited/Z71,2000,3413
Honda,Prelude,2000,3407
Ford,F-250,1998,3395
Mazda,B-Series Pickup,2000,3394
Ford,F-250,1997,3394
Acura,Integra,1999,3381
GMC,Suburban,1999,3372
Honda,Prelude,1999,3367
Chevrolet,C/K 2500 Series,1998,3360
Chevrolet,C/K 1500 Series,1998,3357
Acura,Integra,1999,3355
Chevrolet,C/K 1500 Series,1998,3350
Chevrolet,C/K 2500 Series,1998,3345
Chevrolet,C/K 1500 Series,1998,3342
Ford,F-250,1998,3338
Mazda,B-Series Pickup,1998,3323
Chevrolet,C/K 1500 Series,1998,3321
Mitsubishi,3000GT,1997,3295
Mazda,B-Series Pickup,2000,3289
Chevrolet,C/K 1500 Series,1998,3282
Ford,F-250,1998,3269
Ford,F-250,1999,3269
Chevrolet,C/K 1500 Series,1998,3265
Cadillac,Eldorado,2000,3257
Ford,F-250,1999,3251
Ford,Bronco,1996,3248
Mercedes-Benz,500-Class,1992,3245
Ford,F-250,1997,3241
Ford,F-250,1999,3241
Mazda,B-Series Pickup,1999,3229
Ford,F-250,1998,3223
Acura,Integra,2000,3222
Mazda,B-Series Pickup,1999,3221
Chevrolet,C/K 1500 Series,1997,3220
Dodge,Stealth,1995,3219
Ford,F-250,1997,3215
Toyota,T100,1998,3214
Mazda,B-Series Pickup,1999,3214
Ford,F-250,1997,3214
Mercedes-Benz,600-Class,1993,3211
Lexus,SC 300,1998,3211
Mazda,B-Series Pickup,1999,3206
Ford,Mustang SVT Cobra,1997,3206
Ford,F-250,1998,3199
Ford,F-250,1999,3192
Mazda,B-Series Pickup,2000,3190
Ford,F-250,1999,3188
Nissan,300ZX,1996,3185
Mercedes-Benz,500-Class,1993,3176
Ford,F-250,1997,3156
Toyota,T100,1997,3143
Nissan,Truck,1997,3140
Ford,F-250,1998,3138
Audi,Cabriolet,1998,3137
Acura,Integra,2000,3130
Chevrolet,C/K 1500 Series,1997,3120
Mazda,B-Series Pickup,1999,3119
Mercedes-Benz,600-Class,1993,3108
Mazda,B-Series Pickup,2000,3107
Nissan,300ZX,1996,3107
Ford,F-250,1997,3104
Nissan,300ZX,1995,3101
Ford,F-250,1998,3099
Ford,F-250,1998,3096
Chevrolet,C/K 1500 Series,1998,3094
Chevrolet,C/K 2500 Series,1998,3090
Chevrolet,C/K 1500 Series,1997,3088
Acura,Integra,2000,3086
Porsche,944,1990,3083
Chevrolet,C/K 2500 Series,1998,3068
Chevrolet,C/K 1500 Series,1998,3067
Honda,Prelude,1999,3065
Ford,F-250,1997,3059
Toyota,T100,1998,3058
GMC,Suburban,1999,3051
Nissan,300ZX,1995,3049
Porsche,944,1991,3047
Chevrolet,C/K 1500 Series,1997,3046
Chevrolet,C/K 1500 Series,1997,3046
Dodge,Stealth,1996,3044
Toyota,T100,1997,3042
Chevrolet,C/K 2500 Series,1998,3034
Mazda,B-Series Pickup,1998,3033
Mazda,B-Series Pickup,2000,3032
Chevrolet,C/K 1500 Series,1998,3025
Acura,Integra,2000,3012
Mazda,B-Series Pickup,1999,3011
Ford,F-250,1997,3008
Acura,Integra,1999,3000
Chevrolet,C/K 1500 Series,1998,2996
Ford,Bronco,1996,2996
Chevrolet,C/K 1500 Series,1997,2996
Chevrolet,C/K 1500 Series,1997,2992
Mazda,B-Series Pickup,2000,2961
Mercedes-Benz,600-Class,1992,2960
Ford,F-250,1997,2956
Chevrolet,C/K 2500 Series,1998,2949
Chevrolet,C/K 1500 Series,1997,2949
Mazda,B-Series Pickup,1999,2946
Ford,Contour SVT,2000,2937
Acura,SLX,1999,2934
Mazda,B-Series Pickup,1998,2930
Chevrolet,C/K 1500 Series,1997,2925
Ford,F-250,1999,2923
Ford,F-250,1999,2922
Toyota,T100,1996,2922
Chevrolet,C/K 1500 Series,1998,2920
Nissan,Truck,1997,2918
GMC,Jimmy,2000,2916
Mazda,B-Series Pickup,1998,2915
Toyota,Pickup,1995,2912
Acura,Integra,1999,2912
Cadillac,Eldorado,2000,2905
Chevrolet,C/K 1500 Series,1998,2898
Chevrolet,C/K 1500 Series,1997,2896
Chevrolet,C/K 1500 Series,1997,2891
Chevrolet,C/K 1500 Series,1998,2885
Chevrolet,C/K 1500 Series,1998,2883
Honda,Passport,2000,2879
Ford,Bronco,1995,2872
Mazda,B-Series Pickup,1999,2870
Ford,F-250,1997,2862
Mazda,B-Series Pickup,1999,2857
Mazda,B-Series Pickup,1999,2853
Chevrolet,C/K 2500 Series,1998,2847
Nissan,300ZX,1994,2847
Ford,F-250,1998,2843
Nissan,Truck,1997,2837
Audi,Cabriolet,1997,2837
Ford,F-250,1997,2836
Acura,Integra,1999,2827
Dodge,Stealth,1994,2823
Chevrolet,C/K 1500 Series,1998,2817
Ford,F-250,1998,2817
Acura,SLX,1998,2816
Toyota,T100,1997,2806
Toyota,T100,1996,2802
Mazda,B-Series Pickup,1999,2801
Acura,Integra,1999,2799
GMC,Suburban,1998,2790
Chevrolet,C/K 1500 Series,1998,2789
Ford,F-250,1997,2787
Nissan,300ZX,1995,2774
Ford,Bronco,1996,2774
GMC,Jimmy,2000,2773
Toyota,T100,1997,2767
Nissan,Truck,1996,2762
Mazda,B-Series Pickup,1998,2756
GMC,Jimmy,2000,2756
Chevrolet,C/K 1500 Series,1997,2749
Subaru,SVX,1997,2749
Chevrolet,C/K 1500 Series,1998,2740
Mercedes-Benz,300-Class,1993,2729
Toyota,Previa,1997,2728
Mazda,B-Series Pickup,1998,2717
Honda,Passport,2000,2715
Chevrolet,C/K 1500 Series,1997,2713
Mazda,B-Series Pickup,1998,2713
Ford,Contour SVT,1999,2702
Nissan,300ZX,1995,2702
Toyota,Pickup,1994,2699
Chevrolet,C/K 2500 Series,1998,2697
Mercedes-Benz,500-Class,1993,2692
Mazda,B-Series Pickup,1998,2692
Toyota,Pickup,1995,2691
GMC,Jimmy,1999,2691
Mazda,B-Series Pickup,2000,2689
Nissan,300ZX,1994,2683
Oldsmobile,LSS,1999,2681
Nissan,Truck,1997,2676
Chevrolet,C/K 1500 Series,1997,2668
Honda,Passport,2000,2668
Chevrolet,C/K 1500 Series,1998,2668
Porsche,944,1990,2667
GMC,Jimmy,2000,2655
Ford,Contour SVT,1998,2655
Chevrolet,C/K 1500 Series,1997,2653
Chevrolet,C/K 1500 Series,1998,2653
Mercedes-Benz,400-Class,1993,2650
Infiniti,I30,2000,2648
Nissan,Truck,1996,2647
Chevrolet,C/K 1500 Series,1998,2639
Mazda,B-Series Pickup,2000,2637
Volvo,S70,2000,2637
Chevrolet,C/K 1500 Series,1997,2637
Audi,Cabriolet,1996,2631
GMC,Jimmy,2000,2623
Ford,Bronco,1995,2620
Volvo,S70,2000,2608
Mazda,B-Series Pickup,1999,2593
GMC,Jimmy,1999,2590
GMC,Jimmy,2000,2590
GMC,Suburban,1997,2585
Ford,Bronco,1994,2585
Chevrolet,C/K 1500 Series,1997,2583
Chevrolet,C/K 1500 Series,1998,2580
Toyota,Previa,1997,2580
Chevrolet,C/K 1500 Series,1997,2580
GMC,Jimmy,2000,2578
Ford,F-250,1997,2577
Dodge,Stealth,1995,2575
Volkswagen,Cabrio,2000,2568
Toyota,T100,1996,2563
Land Rover,Discovery Series II,2000,2561
Chevrolet,C/K 1500 Series,1997,2554
GMC,Jimmy,1999,2554
Toyota,Pickup,1995,2553
Nissan,300ZX,1994,2553
Infiniti,I30,2000,2552
Toyota,Pickup,1993,2550
Nissan,Truck,1997,2550
Nissan,Truck,1996,2547
Mercedes-Benz,300-Class,1992,2547
Mercedes-Benz,300-Class,1993,2544
Chevrolet,C/K 1500 Series,1997,2541
Toyota,T100,1998,2540
Mercedes-Benz,300-Class,1993,2540
Toyota,Pickup,1995,2539
Ford,F-250,1997,2529
Chevrolet,C/K 1500 Series,1997,2529
Chevrolet,C/K 1500 Series,1997,2517
Subaru,SVX,1997,2512
Acura,Legend,1995,2506
Toyota,T100,1996,2506
Volvo,S70,2000,2500
Toyota,Pickup,1995,2498
Mercedes-Benz,400-Class,1992,2497
Nissan,Truck,1995,2494
Mazda,B-Series Pickup,1999,2493
Nissan,300ZX,1994,2488
Acura,SLX,1997,2488
Chevrolet,C/K 1500 Series,1997,2486
Oldsmobile,Intrigue,2000,2484
Ford,Bronco,1995,2474
Volkswagen,Cabrio,2000,2473
Subaru,SVX,1996,2472
GMC,Suburban,1997,2468
GMC,Jimmy,2000,2463
Toyota,MR2,1995,2462
Lincoln,Mark VIII,1998,2459
Honda,Passport,2000,2452
Infiniti,G20,2000,2449
Oldsmobile,LSS,1998,2444
Mercedes-Benz,560-Class,1991,2443
Nissan,Truck,1995,2436
Mercedes-Benz,300-Class,1993,2433
Infiniti,I30,1999,2433
Mazda,B-Series Pickup,1998,2432
Volvo,S70,2000,2430
Chevrolet,C/K 1500 Series,1998,2430
Mercedes-Benz,500-Class,1992,2427
Toyota,Pickup,1994,2423
Dodge,Ram Van,2000,2422
Toyota,Previa,1996,2419
Mazda,B-Series Pickup,2000,2413
Lincoln,Mark VIII,1998,2411
Honda,Civic del Sol,1997,2410
Toyota,Pickup,1995,2409
GMC,Jimmy,2000,2407
Volvo,S70,2000,2403
Mercedes-Benz,300-Class,1993,2397
Acura,SLX,1997,2397
Ford,Bronco,1994,2396
Nissan,Truck,1997,2391
Toyota,Previa,1997,2388
Acura,Legend,1994,2384
Volvo,S70,1999,2384
Volvo,S70,1999,2382
Mazda,Millenia,2000,2381
Buick,Riviera,1999,2379
GMC,Jimmy,1999,2377
Mercedes-Benz,300-Class,1992,2377
Chrysler,Cirrus,2000,2373
GMC,Jimmy,1999,2368
Chevrolet,C/K 1500 Series,1997,2366
Cadillac,Allante,1993,2358
Oldsmobile,LSS,1999,2356
Acura,Legend,1995,2356
Nissan,Truck,1996,2354
Mazda,B-Series Pickup,2000,2350
Dodge,Stealth,1994,2350
Dodge,Ram Van,2000,2348
Toyota,T100,1997,2348
GMC,Jimmy,1999,2347
Mazda,Millenia,2000,2337
Dodge,Ram Wagon,2000,2332
Plymouth,Grand Voyager,2000,2331
Nissan,Truck,1996,2326
Dodge,Ram Wagon,2000,2326
Mercedes-Benz,560-Class,1990,2323
Honda,Civic del Sol,1997,2322
GMC,Jimmy,2000,2322
Oldsmobile,Eighty-Eight,1999,2320
Dodge,Ram Van,2000,2320
Plymouth,Voyager,2000,2317
GMC,Jimmy,1999,2317
Dodge,Ram Van,1999,2316
Mercedes-Benz,350-Class,1991,2311
Toyota,Pickup,1995,2311
Ford,Bronco,1994,2308
Volvo,S70,2000,2305
Toyota,Previa,1996,2304
Mercedes-Benz,560-Class,1991,2304
Ford,E-150,1998,2301
Toyota,Pickup,1994,2293
Oldsmobile,Intrigue,2000,2290
Infiniti,I30,1999,2288
Volvo,S70,1999,2286
Oldsmobile,LSS,1998,2283
Subaru,SVX,1996,2283
Mercedes-Benz,300-Class,1992,2282
Toyota,Pickup,1994,2281
Nissan,Truck,1995,2281
Mercedes-Benz,400-Class,1993,2278
Volvo,S90,1998,2269
Saab,900,1998,2268
Chevrolet,C/K 1500 Series,1997,2268
Plymouth,Grand Voyager,2000,2267
Chrysler,Grand Voyager,2000,2266
Chevrolet,C/K 1500 Series,1997,2265
Acura,Legend,1995,2265
Lincoln,Mark VIII,1997,2263
Ford,E-150,1998,2256
Toyota,MR2,1994,2254
Infiniti,G20,2000,2251
GMC,Jimmy,1999,2251
Mercedes-Benz,300-Class,1992,2248
Mercedes-Benz,300-Class,1993,2247
Dodge,Ram Van,1998,2245
Chevrolet,C/K 1500 Series,1997,2242
Toyota,Previa,1997,2242
Nissan,Truck,1997,2241
Cadillac,Catera,2000,2241
Dodge,Ram Van,1998,2239
Audi,V8,1994,2239
Dodge,Ram Van,2000,2237
Mazda,626,2000,2234
Plymouth,Grand Voyager,1999,2234
Cadillac,Allante,1992,2234
Oldsmobile,Intrigue,2000,2233
Volvo,S70,1998,2232
Mercedes-Benz,300-Class,1991,2232
Dodge,Stealth,1996,2231
Subaru,SVX,1995,2230
Toyota,Pickup,1993,2221
Dodge,RAM 250,1993,2220
Honda,Civic del Sol,1996,2213
Buick,Roadmaster,1996,2212
Mazda,B-Series Pickup,1999,2211
Oldsmobile,Eighty-Eight,1999,2210
Lincoln,Mark VIII,1997,2209
Chevrolet,C/K 1500 Series,1997,2207
Mercedes-Benz,300-Class,1992,2207
Dodge,Stealth,1994,2203
Chrysler,Cirrus,1999,2202
Volvo,V90,1998,2200
Mercedes-Benz,300-Class,1991,2199
Toyota,Pickup,1995,2197
Toyota,Previa,1996,2196
Toyota,Previa,1995,2194
Buick,Roadmaster,1996,2190
Toyota,Pickup,1994,2188
Mercedes-Benz,300-Class,1993,2187
Mercedes-Benz,420-Class,1991,2186
GMC,Jimmy,1999,2182
Acura,Legend,1994,2181
Mazda,B-Series Pickup,1998,2179
Mercedes-Benz,300-Class,1991,2179
Toyota,Paseo,1997,2178
Mercedes-Benz,350-Class,1991,2178
Saab,9000,1998,2172
Volvo,S70,1999,2172
Mercedes-Benz,560-Class,1990,2170
Chrysler,Grand Voyager,2000,2169
Ford,E-150,1998,2169
Mercedes-Benz,400-Class,1992,2168
Plymouth,Voyager,1999,2166
Cadillac,Fleetwood,1996,2158
Buick,Riviera,1998,2155
Suzuki,Sidekick,1998,2153
Plymouth,Grand Voyager,1999,2152
Audi,V8,1993,2149
Oldsmobile,Cutlass,1999,2148
Toyota,Tercel,1998,2148
Mazda,626,2000,2146
Saab,9000,1997,2145
Mercedes-Benz,350-Class,1990,2144
Acura,Legend,1995,2144
Honda,Civic del Sol,1997,2142
Toyota,Pickup,1993,2142
Toyota,T100,1996,2141
Mazda,Millenia,2000,2138
Oldsmobile,LSS,1997,2136
Acura,Legend,1995,2135
Chevrolet,Prizm,2000,2130
Nissan,Truck,1995,2130
Suzuki,Sidekick,1998,2125
Mercedes-Benz,300-Class,1991,2124
Ford,E-150,1997,2123
Saab,9000,1997,2122
Dodge,RAM 250,1993,2122
Nissan,Truck,1996,2122
Nissan,Truck,1995,2121
Dodge,Ram Van,1999,2118
Saab,900,1997,2117
Chevrolet,Chevy Van,1998,2116
Toyota,Pickup,1994,2115
Saab,900,1997,2115
Volvo,S70,1998,2112
Plymouth,Voyager,1999,2110
Honda,Civic del Sol,1996,2108
Ford,E-250,1998,2107
Chrysler,Cirrus,1998,2107
Suzuki,Sidekick,1998,2107
Oldsmobile,Eighty-Eight,1999,2107
Mercedes-Benz,300-Class,1991,2105
Pontiac,Trans Sport,1998,2104
Cadillac,Catera,2000,2103
Chevrolet,Lumina,2000,2100
Oldsmobile,Eighty-Eight,1998,2098
Mercedes-Benz,350-Class,1990,2098
Dodge,RAM 250,1992,2093
Volvo,850,1997,2091
Toyota,Previa,1995,2088
Chrysler,LHS,2000,2087
Dodge,Ram Van,2000,2087
Oldsmobile,Regency,1998,2084
Saab,9000,1997,2084
Dodge,RAM 150,1993,2083
Infiniti,J30,1997,2081
Infiniti,J30,1997,2081
Mazda,626,2000,2080
Ford,E-250,1998,2080
Oldsmobile,LSS,1997,2080
Oldsmobile,Cutlass,1998,2079
Ford,Contour,2000,2079
Ford,E-150,1998,2079
Suzuki,Sidekick,1998,2078
Toyota,MR2,1993,2078
Saab,900,1997,2078
Ford,E-150,1997,2074
Dodge,RAM 250,1993,2073
Nissan,200SX,1998,2073
Acura,Legend,1994,2066
Acura,Legend,1995,2066
Cadillac,Catera,1999,2066
Mercedes-Benz,300-Class,1992,2065
Toyota,Previa,1996,2064
Saab,9000,1997,2063
Acura,Legend,1994,2063
Acura,Legend,1993,2060
Plymouth,Grand Voyager,1999,2055
Chevrolet,Chevy Van,1998,2052
Chevrolet,Chevy Van,1998,2050
Plymouth,Grand Voyager,1998,2048
Toyota,Pickup,1993,2047
Dodge,RAM 250,1993,2046
Oldsmobile,Cutlass,1999,2045
Chevrolet,Lumina,1999,2044
Plymouth,Neon,2000,2044
Acura,Legend,1993,2042
Dodge,Ram Van,1999,2041
Toyota,Tercel,1997,2041
Toyota,Pickup,1994,2040
Pontiac,Trans Sport,1998,2038
GMC,Jimmy,1999,2038
Toyota,MR2,1995,2038
Dodge,Ram Van,1998,2034
Honda,Civic del Sol,1995,2033
Infiniti,J30,1997,2032
Acura,Legend,1994,2028
Suzuki,Sidekick,1998,2027
Suzuki,Sidekick,1998,2019
Toyota,Pickup,1993,2013
Toyota,Tercel,1997,2012
Plymouth,Voyager,2000,2008
Dodge,RAM 150,1993,2008
Chevrolet,Prizm,2000,2003
Suzuki,Sidekick,1997,2002
Oldsmobile,Ninety-Eight,1994,2000
Plymouth,Neon,1999,2000
Oldsmobile,Ninety-Eight,1994,2000
Chrysler,New Yorker,1995,2000
Plymouth,Neon,1999,2000
Chrysler,New Yorker,1994,2000
Oldsmobile,Ninety-Eight,1994,2000
Dodge,RAM 150,1993,2000
Oldsmobile,Ninety-Eight,1994,2000
Suzuki,Sidekick,1998,2000
Dodge,RAM 250,1991,2000
Dodge,RAM 250,1991,2000
Chrysler,New Yorker,1996,2000
Subaru,XT,1991,2000
Oldsmobile,Ninety-Eight,1995,2000
Dodge,RAM 250,1993,2000
Volvo,850,1995,2000
Volvo,850,1996,2000
Mercedes-Benz,300-Class,1992,2000
Volvo,850,1996,2000
Volvo,850,1996,2000
Acura,Vigor,1992,2000
Acura,Vigor,1993,2000
Acura,Vigor,1993,2000
Oldsmobile,Ninety-Eight,1995,2000
Volvo,850,1996,2000
Mercedes-Benz,300-Class,1992,2000
Mercedes-Benz,300-Class,1993,2000
Dodge,RAM 250,1993,2000
Ford,Contour,2000,2000
Ford,Contour,1999,2000
Plymouth,Neon,1999,2000
Mercedes-Benz,300-Class,1992,2000
Volvo,850,1995,2000
Volvo,850,1995,2000
Acura,Vigor,1992,2000
Volvo,850,1995,2000
Oldsmobile,Ninety-Eight,1996,2000
Volvo,850,1995,2000
Mitsubishi,Sigma,1990,2000
Subaru,XT,1991,2000
Audi,100,1992,2000
Subaru,XT,1991,2000
Volkswagen,Corrado,1992,2000
Plymouth,Neon,1999,2000
Volvo,850,1995,2000
Volvo,850,1995,2000
Mercedes-Benz,300-Class,1991,2000
Mercedes-Benz,300-Class,1991,2000
Mercedes-Benz,300-Class,1991,2000
Mercedes-Benz,300-Class,1991,2000
Dodge,RAM 250,1991,2000
Mercedes-Benz,190-Class,1993,2000
Volkswagen,Corrado,1992,2000
Audi,200,1991,2000
Dodge,RAM 250,1991,2000
Subaru,Loyale,1993,2000
Toyota,Cressida,1991,2000
Audi,100,1994,2000
Subaru,Loyale,1992,2000
Audi,200,1990,2000
Audi,200,1990,2000
Audi,200,1990,2000
Audi,200,1991,2000
Audi,100,1994,2000
Audi,200,1991,2000
Mercedes-Benz,190-Class,1991,2000
Audi,80,1990,2000
Dodge,RAM 250,1991,2000
Subaru,Loyale,1992,2000
Dodge,RAM 250,1991,2000
Toyota,Cressida,1992,2000
Dodge,RAM 250,1991,2000
Audi,100,1994,2000
Audi,100,1994,2000
Mazda,MX-6,1995,2000
Audi,100,1994,2000
Dodge,RAM 250,1992,2000
Mercedes-Benz,190-Class,1991,2000
Volkswagen,Corrado,1993,2000
Volvo,740,1992,2000
Mercedes-Benz,190-Class,1992,2000
Mercedes-Benz,190-Class,1993,2000
Volvo,780,1990,2000
Volvo,780,1990,2000
Dodge,RAM 250,1992,2000
Volvo,760,1990,2000
Volvo,760,1990,2000
Subaru,Loyale,1994,2000
Volvo,760,1990,2000
Volvo,740,1992,2000
Volvo,740,1992,2000
Dodge,RAM 250,1992,2000
Volvo,740,1992,2000
Volvo,740,1991,2000
Mercedes-Benz,190-Class,1992,2000
Subaru,Loyale,1993,2000
